trade_date,symbol,start_of_day_quantity,eligible_intraday_sell_quantity,same_day_open_quantity,same_day_add_quantity,same_day_new_lots_quantity,same_day_reduce_quantity,same_day_close_quantity,end_of_day_quantity_without_intraday,has_same_day_primary_action
20260203,600118,100,100,0,0,0,0,0,100,False
20260203,600879,400,400,0,0,0,0,0,400,False
20260203,601698,2500,2500,0,0,0,0,0,2500,False
20260203,688066,200,200,0,0,0,0,0,200,False
20260203,688568,400,400,0,0,0,0,0,400,False
20260204,000738,4000,4000,0,0,0,0,0,4000,False
20260204,300045,3200,3200,0,0,0,0,0,3200,False
20260204,300342,1600,1600,0,0,0,0,0,1600,False
20260204,600118,100,100,0,0,0,0,0,100,False
20260204,600879,400,400,0,0,0,0,0,400,False
20260204,601698,2500,2500,0,0,0,0,0,2500,False
20260204,688066,200,200,0,0,0,0,0,200,False
20260204,688568,400,400,0,0,0,0,0,400,False
20260205,000738,4000,4000,0,0,0,0,0,4000,False
20260205,300045,3200,3200,0,0,0,0,0,3200,False
20260205,300342,1600,1600,0,0,0,0,0,1600,False
20260205,600118,100,100,0,0,0,0,0,100,False
20260205,600879,400,400,0,0,0,0,0,400,False
20260205,601698,2500,2500,0,0,0,0,0,2500,False
20260205,688066,200,200,0,0,0,0,0,200,False
20260205,688568,400,400,0,0,0,0,0,400,False
20260206,000738,4000,4000,0,0,0,0,0,4000,False
20260206,300045,3200,3200,0,0,0,0,0,3200,False
20260206,300342,1600,1600,0,0,0,0,0,1600,False
20260206,600118,100,100,0,0,0,0,0,100,False
20260206,600879,400,400,0,0,0,0,0,400,False
20260206,601698,2500,2500,0,0,0,0,0,2500,False
20260206,688066,200,200,0,0,0,0,0,200,False
20260206,688568,400,400,0,0,0,0,0,400,False
20260209,000738,4000,4000,0,0,0,0,0,4000,False
20260209,300045,3200,3200,0,0,0,0,0,3200,False
20260209,300342,1600,1600,0,0,0,0,0,1600,False
20260209,600118,100,100,0,0,0,0,0,100,False
20260209,600879,400,400,0,0,0,0,0,400,False
20260209,601698,2500,2500,0,0,0,0,0,2500,False
20260209,688066,200,200,0,0,0,0,0,200,False
20260209,688568,400,400,0,0,0,0,0,400,False
20260210,000738,4000,4000,0,0,0,0,0,4000,False
20260210,300045,3200,3200,0,0,0,0,0,3200,False
20260210,300342,1600,1600,0,0,0,0,0,1600,False
20260210,600118,100,100,0,0,0,0,0,100,False
20260210,600879,400,400,0,0,0,0,0,400,False
20260210,601698,2500,2500,0,0,0,0,0,2500,False
20260210,688066,200,200,0,0,0,0,0,200,False
20260210,688568,400,400,0,0,0,0,0,400,False
20260211,000738,4000,4000,0,0,0,0,0,4000,False
20260211,300045,3200,3200,0,0,0,0,0,3200,False
20260211,300342,1600,1600,0,0,0,0,0,1600,False
20260211,600118,100,100,0,0,0,0,0,100,False
20260211,600879,400,400,0,0,0,0,0,400,False
20260211,601698,2500,2500,0,0,0,0,0,2500,False
20260211,688066,200,200,0,0,0,0,0,200,False
20260211,688568,400,400,0,0,0,0,0,400,False
20260212,000738,4000,4000,0,0,0,0,0,4000,False
20260212,300045,3200,3200,0,0,0,0,0,3200,False
20260212,300342,1600,1600,0,0,0,0,0,1600,False
20260212,600118,100,100,0,0,0,0,0,100,False
20260212,600879,400,400,0,0,0,0,0,400,False
20260212,601698,2500,2500,0,0,0,0,0,2500,False
20260212,688066,200,200,0,0,0,0,0,200,False
20260212,688568,400,400,0,0,0,0,0,400,False
20260213,000738,4000,4000,0,0,0,0,0,4000,False
20260213,300045,3200,3200,0,0,0,0,0,3200,False
20260213,300342,1600,1600,0,0,0,0,0,1600,False
20260213,600118,100,100,0,0,0,0,0,100,False
20260213,600879,400,400,0,0,0,0,0,400,False
20260213,601698,2500,2500,0,0,0,0,0,2500,False
20260213,688066,200,200,0,0,0,100,0,100,True
20260213,688568,400,400,0,0,0,300,0,100,True
20260224,000738,4000,4000,0,0,0,0,0,4000,False
20260224,300045,3200,3200,0,0,0,0,3200,0,True
20260224,300342,1600,1600,0,0,0,0,1600,0,True
20260224,600118,100,100,0,0,0,0,0,100,False
20260224,600879,400,400,0,0,0,0,0,400,False
20260224,601698,2500,2500,0,0,0,0,0,2500,False
20260224,688066,100,100,0,0,0,0,100,0,True
20260224,688568,100,100,0,0,0,0,100,0,True
20260225,000738,4000,4000,0,0,0,0,0,4000,False
20260225,600118,100,100,0,0,0,0,100,0,True
20260225,600879,400,400,0,0,0,0,400,0,True
20260225,601698,2500,2500,0,0,0,0,2500,0,True
20260226,000738,4000,4000,0,0,0,0,0,4000,False
20260227,000738,4000,4000,0,0,0,0,4000,0,True
